srcIP	dstIP	srcPort	dstPort	protocol	timeStamp	add/rmv
176283407	3745724089	62629	9503	17	1709879256	1
3083524996	176283407	2954	62629	17	1709879256	1
176283407	3083524996	62629	2954	17	1709879256	1
453828518	176283407	1228	62629	17	1709879256	1
176283407	453828518	62629	1228	17	1709879256	1
2028673667	176283407	17286	62629	17	1709879256	1
1895109117	176283407	50358	62629	17	1709879256	1
176283407	1895109117	62629	50358	17	1709879256	1
1974919322	176283407	31117	62629	17	1709879256	1
1974287414	176283407	60375	62629	17	1709879256	1
176283407	2018802601	62629	22756	17	1709879256	1
176283407	2028673667	62629	17286	17	1709879256	1
176283407	1974919322	62629	31117	17	1709879256	1
176283407	1974287414	62629	60375	17	1709879256	1
2018802601	176283407	22756	62629	17	1709879256	1
3720906168	176283407	1977	62629	17	1709879256	1
176283407	3720906168	62629	1977	17	1709879256	1
1968763359	176283407	19523	62629	17	1709879256	1
176283407	1968763359	62629	19523	17	1709879256	1
3663146851	176283407	35122	62629	17	1709879256	1
176283407	3663146851	62629	35122	17	1709879256	1
1880427694	176283407	3141	62629	17	1709879256	0
176283407	1880427694	62629	3141	17	1709879256	0
143002614	176283407	3478	62629	17	1709879256	0
2044964678	176283407	35285	62629	17	1709879256	0
176283407	1033989541	62629	58182	17	1709879256	0
176283407	2044964678	62629	35285	17	1709879256	0
176283407	143002614	62629	3478	17	1709879256	0
1880529465	176283407	11669	62629	17	1709879256	0
3083519477	176283407	4690	62629	17	1709879256	0
176283407	1880529465	62629	11669	17	1709879256	0
176283407	3083519477	62629	4690	17	1709879256	0
1785884143	176283407	3326	62629	17	1709879256	0
176283407	1785884143	62629	3326	17	1709879256	0
1984879814	176283407	64976	62629	17	1709879256	0
176283407	1984879814	62629	64976	17	1709879256	0
3740747046	176283407	23322	62629	17	1709879256	0
1033587869	176283407	21525	62629	17	1709879256	0
176283407	3740747046	62629	23322	17	1709879256	0
1033989541	176283407	58182	62629	17	1709879256	0
176283407	1033587869	62629	21525	17	1709879256	0
3745652962	176283407	14362	62629	17	1709879256	0
176283407	3745652962	62629	14362	17	1709879256	0
2043441168	176283407	32287	62629	17	1709879257	1
658618215	176283407	36846	62629	17	1709879257	1
176283407	2043441168	62629	32287	17	1709879257	1
29431689	176283407	15525	62629	17	1709879257	1
176283407	29431689	62629	15525	17	1709879257	1
1912245731	176283407	17070	62629	17	1709879257	1
176283407	1912245731	62629	17070	17	1709879257	1
1863467975	176283407	7467	62629	17	1709879257	1
176283407	1863467975	62629	7467	17	1709879257	1
1974919333	176283407	47181	62629	17	1709879257	1
176283407	1974919333	62629	47181	17	1709879257	1
1881606595	176283407	1063	62629	17	1709879257	1
176283407	1881606595	62629	1063	17	1709879257	1
176283407	658618215	62629	36846	17	1709879257	1
3745724089	176283407	9503	62629	17	1709879257	1
176283407	3745724089	62629	9503	17	1709879257	0
3083524996	176283407	2954	62629	17	1709879257	0
176283407	3083524996	62629	2954	17	1709879257	0
453828518	176283407	1228	62629	17	1709879257	0
176283407	453828518	62629	1228	17	1709879257	0
2028673667	176283407	17286	62629	17	1709879257	0
1895109117	176283407	50358	62629	17	1709879257	0
176283407	1895109117	62629	50358	17	1709879257	0
1974919322	176283407	31117	62629	17	1709879257	0
1974287414	176283407	60375	62629	17	1709879257	0
176283407	2018802601	62629	22756	17	1709879257	0
176283407	2028673667	62629	17286	17	1709879257	0
176283407	1974919322	62629	31117	17	1709879257	0
176283407	1974287414	62629	60375	17	1709879257	0
0	0	0	0	0	1709879257	0
2018802601	176283407	22756	62629	17	1709879257	0
176283407	664973714	62629	55058	17	1709879257	0
176283407	3232235799	62629	35296	17	1709879257	0
3720906168	176283407	1977	62629	17	1709879257	0
176283407	3720906168	62629	1977	17	1709879257	0
1968763359	176283407	19523	62629	17	1709879257	0
176283407	1968763359	62629	19523	17	1709879257	0
3663146851	176283407	35122	62629	17	1709879257	0
176283407	3663146851	62629	35122	17	1709879257	0
176283407	2028696737	62629	6351	17	1709879258	1
2883432458	176283407	52377	62629	17	1709879258	1
176283407	2883432458	62629	52377	17	1709879258	1
3083383591	176283407	5703	62629	17	1709879258	1
3722145123	176283407	30594	62629	17	1709879258	1
176283407	3722145123	62629	30594	17	1709879258	1
176283407	3083383591	62629	5703	17	1709879258	1
2059656517	176283407	52079	62629	17	1709879258	1
3722004902	176283407	29437	62629	17	1709879258	1
176283407	2059656517	62629	52079	17	1709879258	1
176283407	3722004902	62629	29437	17	1709879258	1
1905054939	176283407	9472	62629	17	1709879258	1
2075004032	176283407	20695	62629	17	1709879258	1
176283407	1905054939	62629	9472	17	1709879258	1
176283407	2075004032	62629	20695	17	1709879258	1
2043441168	176283407	32287	62629	17	1709879258	0
658618215	176283407	36846	62629	17	1709879258	0
176283407	2043441168	62629	32287	17	1709879258	0
29431689	176283407	15525	62629	17	1709879258	0
176283407	29431689	62629	15525	17	1709879258	0
1912245731	176283407	17070	62629	17	1709879258	0
176283407	1912245731	62629	17070	17	1709879258	0
1863467975	176283407	7467	62629	17	1709879258	0
176283407	1863467975	62629	7467	17	1709879258	0
1974919333	176283407	47181	62629	17	1709879258	0
176283407	1974919333	62629	47181	17	1709879258	0
1881606595	176283407	1063	62629	17	1709879258	0
176283407	1881606595	62629	1063	17	1709879258	0
176283407	658618215	62629	36846	17	1709879258	0
3745724089	176283407	9503	62629	17	1709879258	0
3082697048	176283407	37145	62629	17	1709879259	1
176283407	3082697048	62629	37145	17	1709879259	1
3550350037	176283407	1301	62629	17	1709879259	1
1882321972	176283407	45230	62629	17	1709879259	1
176283407	3550350037	62629	1301	17	1709879259	1
176283407	1882321972	62629	45230	17	1709879259	1
1881757023	176283407	27460	62629	17	1709879259	1
0	0	0	0	0	1709879259	1
176283407	1881757023	62629	27460	17	1709879259	1
176283407	1974933900	62629	5555	17	1709879259	1
176283407	465241414	62629	16936	17	1709879259	1
2569337882	176283407	1177	62629	17	1709879259	1
176283407	1785706308	62629	3943	17	1709879259	1
176283407	3232235778	62629	33419	17	1709879259	1
176283407	3084034798	62629	10440	17	1709879259	1
176283407	2569337882	62629	1177	17	1709879259	1
176283407	1969083976	62629	30258	17	1709879259	1
1969083976	176283407	30258	62629	17	1709879259	1
3740896101	176283407	19618	62629	17	1709879259	1
176283407	1974933900	62629	5427	17	1709879259	1
176283407	2105443380	62629	37536	17	1709879259	1
176283407	1912271654	62629	12167	17	1709879259	1
176283407	2102677092	62629	37894	17	1709879259	1
176283407	1857352923	62629	33708	17	1709879259	1
176283407	3736978419	62629	33419	17	1709879259	1
176283407	465241414	62629	17123	17	1709879259	1
176283407	2869505165	62629	13824	17	1709879259	1
1974933900	176283407	5427	62629	17	1709879259	1
176283407	3084034798	62629	42289	17	1709879259	1
176283407	3740896101	62629	19618	17	1709879259	1
2105443380	176283407	37536	62629	17	1709879259	1
1912271654	176283407	12167	62629	17	1709879259	1
2102677092	176283407	37894	62629	17	1709879259	1
1857352923	176283407	33708	62629	17	1709879259	1
3736978419	176283407	33419	62629	17	1709879259	1
465241414	176283407	17123	62629	17	1709879259	1
3658918150	176283407	35037	62629	17	1709879259	1
2869505165	176283407	13824	62629	17	1709879259	1
3084034798	176283407	42289	62629	17	1709879259	1
176283407	3658918150	62629	35037	17	1709879259	1
2028696737	176283407	6351	62629	17	1709879259	1
176283407	2028696737	62629	6351	17	1709879259	0
2883432458	176283407	52377	62629	17	1709879259	0
176283407	2883432458	62629	52377	17	1709879259	0
3083383591	176283407	5703	62629	17	1709879259	0
3722145123	176283407	30594	62629	17	1709879259	0
176283407	3722145123	62629	30594	17	1709879259	0
176283407	3083383591	62629	5703	17	1709879259	0
2059656517	176283407	52079	62629	17	1709879259	0
3722004902	176283407	29437	62629	17	1709879259	0
176283407	2059656517	62629	52079	17	1709879259	0
176283407	3722004902	62629	29437	17	1709879259	0
1905054939	176283407	9472	62629	17	1709879259	0
2075004032	176283407	20695	62629	17	1709879259	0
176283407	1905054939	62629	9472	17	1709879259	0
176283407	2075004032	62629	20695	17	1709879259	0
1881743130	176283407	1124	62629	17	1709879260	1
176283407	1881743130	62629	1124	17	1709879260	1
465474748	176283407	24800	62629	17	1709879260	1
176283407	465474748	62629	24800	17	1709879260	1
3082697048	176283407	37145	62629	17	1709879260	0
176283407	3082697048	62629	37145	17	1709879260	0
3550350037	176283407	1301	62629	17	1709879260	0
1882321972	176283407	45230	62629	17	1709879260	0
176283407	3550350037	62629	1301	17	1709879260	0
176283407	1882321972	62629	45230	17	1709879260	0
1881757023	176283407	27460	62629	17	1709879260	0
0	0	0	0	0	1709879260	0
176283407	1881757023	62629	27460	17	1709879260	0
176283407	1974933900	62629	5555	17	1709879260	0
176283407	465241414	62629	16936	17	1709879260	0
2569337882	176283407	1177	62629	17	1709879260	0
176283407	1785706308	62629	3943	17	1709879260	0
176283407	3232235778	62629	33419	17	1709879260	0
176283407	3084034798	62629	10440	17	1709879260	0
176283407	2569337882	62629	1177	17	1709879260	0
176283407	1969083976	62629	30258	17	1709879260	0
1969083976	176283407	30258	62629	17	1709879260	0
3740896101	176283407	19618	62629	17	1709879260	0
